width,aspect_ratio,rim_dia,rim_width,load,pressure,speed,brand,pattern,compound,group,test_type,trial,mu_peak,slip_peak,mu_lock,date
225,50,18,7.0,6000.0,200,64,GOODYEAR,ASSURANCE TRIPLEMAXX,,BM,Mu Slip - Dry,2,0.9142194018810053,0.1335841926858992,0.7953152977304133,2025-10-29
225,50,18,7.0,6000.0,200,64,GOODYEAR,ASSURANCE TRIPLEMAXX,,BM,Mu Slip - Dry,3,0.9383499544544283,0.1189666202722101,0.6635839428385845,2025-10-29
225,50,18,7.0,6000.0,200,64,GOODYEAR,ASSURANCE TRIPLEMAXX,,BM,Mu Slip - Dry,4,0.8977624164742923,0.1498926980490914,0.7152370707308005,2025-10-29
225,50,18,7.0,6000.0,200,64,GOODYEAR,ASSURANCE TRIPLEMAXX,,BM,Mu Slip - Dry,5,0.950980647769267,0.1279725342950574,0.7088524217957305,2025-10-29
225,50,18,7.0,6000.0,200,64,GOODYEAR,ASSURANCE TRIPLEMAXX,,BM,Mu Slip - Dry,6,0.9624898651164944,0.09368351806667155,0.6804090338113625,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,1,0.80997357240604,0.1209439299691356,0.4262299732917957,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,2,0.850107079150931,0.1030242627598972,0.4589916481012881,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,3,0.835767185116621,0.09485983270306844,0.4322150315212003,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,4,0.8559555546060329,0.1013430666952367,0.4619600395742298,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,5,0.8454982495180033,0.1074390976420923,0.4919527824254047,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Wet,6,0.8302481141563778,0.1177932118771451,0.4431895288531428,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,1,0.9614492656818653,0.0928303909394923,0.6626699683482646,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,2,0.9686783965058889,0.09856431966973349,0.60379986295137,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,3,0.9724134251616597,0.1365649202165469,0.6267245264977598,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,4,0.9740681761133667,0.1225441078611278,0.6208885705222811,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,5,0.9451988834749647,0.1389853917733788,0.6182106822226947,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1A,Mu Slip - Dry,6,0.9612261371931217,0.1011223045707204,0.6220054362038743,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,1,0.8208342320088592,0.1120674435915676,0.4529550609856894,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,2,0.8385558599954429,0.1117668725608953,0.4731011469833147,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,3,0.823699517131276,0.1453607694800957,0.4642783017025672,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,4,0.829918764625225,0.1558260447191351,0.4532363164702088,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,5,0.8423715346908857,0.09197846570909685,0.4386312710479312,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Wet,6,0.8488190701781677,0.09919517856689437,0.4924627784917549,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,1,0.9543459547531293,0.1427030002108111,0.6302381635888337,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,2,0.9831623831910641,0.1288916391556403,0.6413885135253635,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,3,0.946736113093041,0.1381596910724746,0.6674655543508287,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,4,0.9794745713027042,0.06895985826346915,0.7112035361866202,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,5,0.9556417249284106,0.1299434046738703,0.6644251329074758,2025-10-29
225,50,19,7.0,6000.0,200,64,Apollo,ASPIRE 5,ST498,1C,Mu Slip - Dry,6,0.9823544022166617,0.09674921555912167,0.7340032152113238,2025-10-29
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,1,0.9029939360232662,0.1339638678409317,0.7096773880965332,2025-11-25
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,2,0.9103335920419522,0.1019330849240998,0.7395700304732551,2025-11-25
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,3,0.9292937998638735,0.1086693059085196,0.793467006713527,2025-11-25
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,4,0.8888077146851263,0.1530116636020339,0.713594741921012,2025-11-25
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,5,0.9072224938995541,0.1246438795177976,0.7389024636594137,2025-11-25
185,65,15,5.5,4905.0,230,80,BRIDGESTONE,ECOPIA EP150,,BM,Mu Slip - Dry,6,0.882933522707738,0.1765330084494915,0.6932747188462837,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,1,0.9452997829616423,0.1224095919733013,0.5693146685031659,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,2,0.9717080418004663,0.09998905598934069,0.6449425403435072,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,3,0.9641897425414184,0.108358940479954,0.5854391032831389,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,4,0.9873195700141164,0.1414436100948505,0.6204085474001889,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,5,0.9818847877651369,0.1156619861781283,0.6063676575859087,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A1,Mu Slip - Dry,6,0.9893746003573429,0.1347927272654663,0.609767172014903,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,1,0.9477607130522667,0.1267180889147362,0.5832892458532852,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,2,0.9886144405742602,0.122141982077504,0.6309648790717561,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,3,0.9557677961817774,0.1379578387722376,0.5920441279707681,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,4,0.9559291759846786,0.1434690950142471,0.6125835606236796,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,5,0.9796565026702158,0.09459007957730527,0.6097172740275438,2025-11-25
185,65,15,5.5,4905.0,230,80,Apollo,Alnac 5,ST516,A2,Mu Slip - Dry,6,0.9677000813563282,0.1449934119666872,0.6064978522640776,2025-11-25
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,1,0.9372351449659483,0.1244447780775006,0.6045246687092026,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,2,0.916027137058332,0.06232672345276402,0.6145713757146629,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,3,0.9517633981372253,0.1390459690120017,0.6409025549428529,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,4,1.007025746502481,0.1033769994760625,0.6317937092025045,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,5,0.9591267502313447,0.1109802182843013,0.6178288076212637,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,NEXEN,NFERA SU1,,BM,Mu Slip - Dry,6,0.9881463174048688,0.1104513503787386,0.5971921668181505,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,1,0.9363695403408479,0.1402776574061445,0.5990164698249204,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,2,0.9835112237902779,0.1149518201260139,0.6280233346398273,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,3,0.9681369739217155,0.1471697695559212,0.6773136690644588,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,4,0.9779171147689846,0.1540362486164659,0.6106752442748528,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,5,1.00310174217049,0.1388463310742591,0.7097027680119542,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,6,0.9747052767617627,0.1420583064540031,0.6209062682090316,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,1,0.9270293539510355,0.1715728325677443,0.6263704259645804,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,2,0.9255328126643814,0.1489365956172794,0.6185375149752848,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,3,0.9247428323533669,0.1649573750976396,0.6981284239503963,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,4,0.9339907956488697,0.1596563858534438,0.6305279282706724,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,5,0.9699114845787653,0.1398083590288413,0.6338890583037862,2025-11-11
215,55,17,6.5,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,IG,Mu Slip - Dry,6,0.9471649340496923,0.1976751961261808,0.6776447102486134,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,1,0.9378184396383891,0.1414725833529019,0.5981576501478535,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,2,0.9375362088770359,0.1107274961808327,0.5755325983598084,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,3,0.9626307065445188,0.1062763248608458,0.5679953157481209,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,4,0.946170923639335,0.1251698928435836,0.5612403448233908,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,5,0.948128543384887,0.1496705116437211,0.5875272732021732,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,Alnac 4G,ST362,BM,Mu Slip - Dry,6,0.9191008972750323,0.1683439742465557,0.5508828914476191,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,1,0.9450887504230125,0.1322799712594501,0.6439048200304119,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,2,0.9430161000066397,0.1250188102665584,0.5987300535549156,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,3,0.9179424179502256,0.1708249990787941,0.6332914863984969,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,4,0.9540917533865425,0.1186793171029152,0.6853480190894081,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,5,0.9328414502924669,0.1273160195451417,0.6115600571691633,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1K,Mu Slip - Dry,6,0.9613723406162318,0.1178870537634483,0.6094475865404195,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,1,0.9228512574198474,0.1729842123722115,0.6321175858698188,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,2,0.9408759712152721,0.1535077232553478,0.6020368536757216,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,3,0.9798314472194842,0.1426351116066665,0.6433076922372347,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,4,0.9554692896747587,0.1252756562683118,0.6296164713719449,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,5,0.9133433831976818,0.1828530267909219,0.6384114355131926,2025-11-11
205,65,16,6.0,5052.150000000001,230,80,Apollo,APTERRA CROSS,ST498,1I,Mu Slip - Dry,6,0.9513210960384729,0.1727254244551596,0.6353081711419054,2025-11-11
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,1,0.7441715726322242,0.1221738492258821,0.6412389021845891,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,2,0.8139812588602684,0.1049148715386416,0.6712435672876015,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,3,0.7271133138546007,0.1591696403537893,0.5204555044812155,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,4,0.8341681064316884,0.08524927827809974,0.5037846413059117,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,5,0.7835654385882218,0.09013733145239564,0.5179609816633552,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Wet,6,0.798736195054806,0.1090921014670219,0.4853477829628921,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Dry,1,0.9785916660091611,0.1343995511922808,0.5917957025427814,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Dry,2,0.9403793421706934,0.1582002183566543,0.629324798583818,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Dry,3,0.9170705489888075,0.1200739556670181,0.5889875347476654,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Dry,4,0.9580756262799689,0.1701325449862097,0.7188900124705466,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST552,Regular,Mu Slip - Dry,5,0.9923488289867393,0.101833642545096,0.6456923592955833,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Wet,1,0.7494342793493264,0.160647057976907,0.496497031828942,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Wet,2,0.8248023773632754,0.1037951796925703,0.469085338834576,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Wet,3,0.8282640559770243,0.0937465755410421,0.4340566994665896,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Wet,4,0.8888481157041778,0.09686590833161017,0.4800751095235729,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Wet,5,0.7371630130047142,0.1146580155323301,0.4777818157804096,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,1,0.9254353584983853,0.1712191949526754,0.548893823114755,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,2,0.9547036064457182,0.2172912178445149,0.657066810806722,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,3,0.9312632127732696,0.1847347895673541,0.5749278740822283,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,4,0.9292170213082404,0.1745643097618551,0.5445715986205157,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,5,0.8954696921880345,0.2410526523636469,0.5283150914666888,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST362,Regular,Mu Slip - Dry,6,0.9093257605936262,0.2265626151117258,0.5752976316776756,2025-11-04
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,1,0.8467408006097686,0.1387918297010128,0.5058369866335771,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,2,0.9196647215779917,0.1203260800034592,0.6030795518639839,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,3,0.7974223361830441,0.1519160908141057,0.5529167317579369,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,4,0.8442829426626524,0.1411634866725367,0.6116872671982059,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,5,0.9191121724843849,0.1356024875729748,0.5678791515325231,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Wet,6,0.8086265907700717,0.1429471886460005,0.5228794189224104,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,1,0.932462870461185,0.1421846413792986,0.5700196620456595,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,2,0.887739218818289,0.1985250112378965,0.5420818474959255,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,3,0.9359495821967245,0.1382416782327975,0.5661243725779357,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,4,0.9607423711882545,0.134431758984976,0.5416250786933995,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,5,0.9470365542820659,0.1604286348176348,0.5755774587890301,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST618,T1,Mu Slip - Dry,6,0.9542576905117176,0.1603585174588247,0.5631922848901945,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,1,0.8956327511606993,0.106681383800851,0.6338847779727887,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,2,0.8474162106849995,0.1033918947828794,0.4795736615279275,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,3,0.789149083884855,0.1286320466538555,0.4394461121583584,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,4,0.8423798008829892,0.1138099280780188,0.5406571677779131,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,5,0.7859460539211496,0.1040389631215833,0.4976289547979649,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Wet,6,0.8183848387297814,0.1012348872790437,0.4367775740533017,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,1,0.9180611679193534,0.1145265803266523,0.5545940195347668,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,2,0.909698241242082,0.1527585487988407,0.505633845755368,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,3,0.8826400921525123,0.2063082855582179,0.5234894084094792,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,4,0.8899605654380123,0.2517871311427754,0.5445504862436318,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,5,0.9126211364606501,0.1538696062136563,0.573207099154569,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST620,T2,Mu Slip - Dry,6,0.9188889636980357,0.1331094827721195,0.5423173031798911,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,1,0.8346300187570279,0.1143359806680529,0.5673192699228315,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,2,0.8692370234599007,0.06862006574736691,0.5982259146985348,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,3,0.9030580450859784,0.09886958589707287,0.560457847308315,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,4,0.8011445540710916,0.09852076065484254,0.4850395468194256,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,5,0.8303439114306508,0.08721819939424849,0.4151646453130236,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Wet,6,0.8594277311862666,0.07054412764066541,0.5440266957407782,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Dry,1,0.9232625615553683,0.1560074229413811,0.5313526218110741,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Dry,2,0.9089486199120603,0.2004383478039989,0.5713426727093607,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Dry,3,0.9503046153109835,0.146699560291518,0.6058196423493154,2025-11-05
225,55,18,7.5,7357.5,250,80,VREDESTEIN,ULTRAC VORTI-i,ST622,T3,Mu Slip - Dry,4,0.9057853931901919,0.2358140186910703,0.4978354933634675,2025-11-05
